Image#,Source PDF,Year,Type of Chart,Secondary Type Of Chart,Description,PDF Link
627,2007 The Physical Science Basis,2007,Scatter Plot,Line Chart,"a) TCR versus equilibrium climate sensitivity for all AOGCMs (red), EMICs (blue), a perturbed physics ensemble of the UKMO-HadCM3 AOGCM (green; an updated ensemble based on M. Collins et al., 2006) and from a large ensemble of the Bern2.5D EMIC (Knutti et al., 2005) using different ocean vertical diffusivities and mixing parametrizations (grey lines).",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
628,2007 The Physical Science Basis,2007,Line Chart,Line Chart,"Fossil CO2, CH4 and SO2 emissions for six illustrative SRES non-mitigation emission scenarios, their corresponding CO2, CH4 and N2O concentrations, radiative forcing and global mean temperature projections based on an SCM tuned to 19 AOGCMs.",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
629,2007 The Physical Science Basis,2007,Connected Scatter Plot,Connected Scatter Plot,"Statistics of annual mean responses to the SRES A1B scenario, for 2080 to 2099 relative to 1980 to 1999, calculated from the 21-member AR4 multi-model ensemble using the methodology of R�is�nen (2001)",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
630,2007 The Physical Science Basis,2007,Line Chart,Line Chart,"Probability density functions from different studies for global mean temperature change for the SRES scenarios B1, A1B and A2 and for the decades 2020 to 2029 and 2090",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
631,2007 The Physical Science Basis,2007,Box and Whiskers,None,Projections and uncertainties for global mean temperature increase in 2090 to 2099 (relative to the 1980 to 1999 average) for the six SRES marker scenarios.,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
632,2007 The Physical Science Basis,2007,Heat Map,Heat Map,Estimated probabilities for a mean surface temperature change exceeding 2�C in 2080 to 2099 relative to 1980 to 1999 under the SRES A1B scenario,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
633,2007 The Physical Science Basis,2007,Line Chart,Line Chart,"Projected global average sea level rise (m) due to thermal expansion during the 21st century relative to 1980 to 1999 under SRES scenarios A1B, A2 and B1. See Table 8.1 for model descriptions.",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
634,2007 The Physical Science Basis,2007,Heat Map,None,"Local sea level change (m) due to ocean density and circulation change relative to the global average (i.e., positive values indicate greater local sea level change than global) during the 21st century,",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
635,2007 The Physical Science Basis,2007,Box and Whiskers,None,Projections and uncertainties (5 to 95% ranges) of global average sea level rise and its components in 2090 to 2099 (relative to 1980 to 1999) for the six SRES marker scenarios,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
636,2007 The Physical Science Basis,2007,Line Chart,Line Chart,"(a) Atmospheric CO2, (b) global mean surface warming, (c) sea level rise from thermal expansion and (d) Atlantic meridional overturning circulation (MOC) calculated by eight EMICs for the SRES A1B scenario and stable radiative forcing after 2100,",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
637,2007 The Physical Science Basis,2007,Line Chart,Scatter Plot,"Changes in carbon inventories and climate response relative to the pre-industrial period simulated by fi ve different intermediate complexity models (see Table 8.3 for model descriptions) for a scenario where emissions follow a pathway leading to stabilisation of atmospheric CO2 at 750 ppm, but before reaching this target, emissions are reduced to zero instantly at year 2100.",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
638,2007 The Physical Science Basis,2007,Line Chart,Line Chart,(a) Atmospheric CO2 concentrations for several experiments simulated with an AOGCM; (b) globally averaged surface air temperatures for the overshoot scenario and the A1B and B1 experiments; (c) same as in (b) but for globally averaged precipitation rate. Modifi ed from Yoshida et al. (2005,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
639,2007 The Physical Science Basis,2007,Line Chart,None,Globally averaged sea level rise from thermal expansion relative to the period 1980 to 1999 for the A1B commitment experiment calculated from AOGCMs. See Table 8.1 for model details.,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
640,2007 The Physical Science Basis,2007,Heat Map,Heat Map,Evolution of Greenland surface elevation and ice sheet volume versus time in the experiment of Ridley et al. (2005) with the UKMO-HadCM3 AOGCM coupled to the Greenland Ice Sheet model of Huybrechts and De Wolde (1999) under a climate of constant quadrupled pre-industrial atmospheric CO2,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
641,2007 The Physical Science Basis,2007,Line Chart,Line Chart,Temperature anomalies with respect to 1901 to 1950 for four African land regions for 1906 to 2005 (black line) and as simulated (red envelope) by MMD models incorporating known forcings; and as projected for 2001 to 2100 by MMD models for the A1B scenario (orange envelope).,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
642,2007 The Physical Science Basis,2007,Heat Map,Heat Map,"Temperature and precipitation changes over Africa from the MMD-A1B simulations. Top row: Annual mean, DJF and JJA temperature change between 1980 to 1999 and 2080 to 2099, averaged over 21 models. Middle row: same as top, but for fractional change in precipitation. Bottom row: number of models out of 21 that project increases in precipitation.",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
643,2007 The Physical Science Basis,2007,Heat Map,Heat Map,"Anomaly of mean monthly precipitation (mm) using daily data empirically downscaled from six GCMs (ECHAM4.5, Hadley Centre Atmospheric Model (HadAM3), CSIRO Mk2, GFDL 2.1, MRI, MIROC; see Table 8.1 for descriptions of most of these models) to 858 station locations",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
644,2007 The Physical Science Basis,2007,Line Chart,Line Chart,Temperature anomalies with respect to 1901 to 1950 for two Europe land regions for 1906 to 2005,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
645,2007 The Physical Science Basis,2007,Heat Map,Heat Map,"Temperature and precipitation changes over Europe from the MMD-A1B simulations. Top row: Annual mean, DJF and JJA temperature change between 1980 to 1999 and 2080 to 2099, averaged over 21 models. Middle row: same as top, but for fractional change in precipitation. Bottom row: number of models out of 21 that project increases in precipitation",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
646,2007 The Physical Science Basis,2007,Heat Map,Heat Map,"Simulated changes in annual mean sea level pressure (?SLP), precipitation (?Prec) and mean 10-m level wind speed (?Wind) from the years 1961 to 1990 to the years 2071 to 2100",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
647,2007 The Physical Science Basis,2007,Box and Whiskers,Box and Whiskers,"Changes (ratio 2071�2100 / 1961�1990 for the A2 scenario) in domain-mean precipitation diagnostics in the PRUDENCE simulations in southern Scandinavia (5�E�20�E, 55�N�62�N) and central Europe (5�E�15�E, 48�N�54�N) in winter (top) and in summer (bottom",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
648,2007 The Physical Science Basis,2007,Line Chart,Line Chart,Temperature anomalies with respect to 1901 to 1950 for six Asian land regions for 1906 to 2005 (black line) and as simulated (red envelope) by MMD models incorporating known forcings; and as projected for 2001 to 2100 by MMD models for the A1B scenario,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
649,2007 The Physical Science Basis,2007,Heat Map,Heat Map,"Temperature and precipitation changes over Asia from the MMD-A1B simulations. Top row: Annual mean, DJF and JJA temperature change between 1980 to 1999 and 2080 to 2099, averaged over 21 models. Middle row: same as top, but for fractional change in precipitation. Bottom row: number of models out of 21 that project increases in precipitation.",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
650,2007 The Physical Science Basis,2007,Heat Map,Heat Map,"(a) The ensemble mean change in withdrawal date of the summer rainy season between the MMD-A1B projections in 2081 to 2100 as compared with the 1981 to 2000 period in the 20C3M simulations. A positive value indicates a later withdrawal date in the A1B scenario. Units are 5 days. (b) Fraction of the models projecting a positive difference in withdrawal date. (Kitoh and Uchiyama, 2006).",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
651,2007 The Physical Science Basis,2007,Line Chart,Line Chart,Temperature anomalies with respect to 1901 to 1950 for fi ve North American land regions for 1906 to 2005 (black line) and as simulated (red envelope) by MMD models incorporating known forcings; and as projected for 2001 to 2100 by MMD models for the A1B scenario,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
652,2007 The Physical Science Basis,2007,Heat Map,Heat Map,"Temperature and precipitation changes over North America from the MMD-A1B simulations. Top row: Annual mean, DJF and JJA temperature change between 1980 to 1999 and 2080 to 2099, averaged over 21 models. Middle row: same as top, but for fractional change in precipitation. Bottom row: number of models out of 21 that project increases in precipitation",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
653,2007 The Physical Science Basis,2007,Heat Map,None,"Percent snow depth changes in March (only calculated where climatological snow amounts exceed 5 mm of water equivalent), as projected by the Canadian Regional Climate Model (CRCM; Plummer et al., 2006), driven by the Canadian General Circulation Model (CGCM), for 2041 to 2070 under SRES A2 compared to 1961 to 1990.",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
654,2007 The Physical Science Basis,2007,Line Chart,Line Chart,Temperature anomalies with respect to 1901 to 1950 for three Central and South American land regions for 1906 to 2005,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
655,2007 The Physical Science Basis,2007,Heat Map,Heat Map,"Temperature and precipitation changes over Central and South America from the MMD-A1B simulations. Top row: Annual mean, DJF and JJA temperature change between 1980 to 1999 and 2080 to 2099, averaged over 21 models. Middle row: same as top, but for fractional change in precipitation. Bottom row: number of models out of 21 that project increases in precipitation.",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
656,2007 The Physical Science Basis,2007,Line Chart,Line Chart, Temperature anomalies with respect to 1901 to 1950 for two Australian land regions for 1906 to 2005,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
657,2007 The Physical Science Basis,2007,Heat Map,Heat Map,"Temperature and precipitation changes over Australia and New Zealand from the MMD-A1B simulations. Top row: Annual mean, DJF and JJA temperature change between 1980 to 1999 and 2080 to 2099, averaged over 21 models. Middle row: same as top, but for fractional change in precipitation. Bottom row: number of models out of 21 that project increases in precipitation",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
658,2007 The Physical Science Basis,2007,Line Chart,Line Chart,Top panels: Temperature anomalies with respect to 1901 to 1950 for the whole Arctic for 1906 to 2005,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
659,2007 The Physical Science Basis,2007,Line Chart,Line Chart,"Annual cycle of arctic area mean temperature and percentage precipitation changes (averaged over the area north of 60�N) for 2080 to 2099 minus 1980 to 1999,",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
660,2007 The Physical Science Basis,2007,Scatter Plot,Line Chart,Relationship between the change in annual precipitation (%) and temperature (�C) (2080�2099 minus 1980�1999) in the Arctic (averaged over the area north of 60�N) in the MMD-A1B projections. Each point represents one model. The model ensemble mean response is indicated by the circle.,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
